 0.112500E-01  0.164502E+04  0.970255E+01
 0.118590E-01  0.163723E+04  0.105286E+02
 0.124670E-01  0.161822E+04  0.130526E+02
 0.130750E-01  0.159432E+04  0.132124E+02
 0.136830E-01  0.157633E+04  0.152141E+02
 0.142910E-01  0.154426E+04  0.120629E+02
 0.148990E-01  0.151388E+04  0.979132E+01
 0.155070E-01  0.148420E+04  0.870576E+01
 0.161150E-01  0.146206E+04  0.795667E+01
 0.167240E-01  0.143487E+04  0.786555E+01
 0.173320E-01  0.140514E+04  0.804299E+01
 0.179400E-01  0.137084E+04  0.807143E+01
 0.185480E-01  0.134110E+04  0.728361E+01
 0.191560E-01  0.130896E+04  0.658132E+01
 0.197640E-01  0.127536E+04  0.589267E+01
 0.203720E-01  0.124541E+04  0.544428E+01
 0.209800E-01  0.121793E+04  0.524043E+01
 0.215890E-01  0.119134E+04  0.497215E+01
 0.221970E-01  0.116474E+04  0.442331E+01
 0.228050E-01  0.113910E+04  0.458248E+01
 0.234130E-01  0.111217E+04  0.492814E+01
 0.240210E-01  0.108789E+04  0.481763E+01
 0.246290E-01  0.106122E+04  0.451984E+01
 0.252370E-01  0.103420E+04  0.454176E+01
 0.258450E-01  0.100812E+04  0.413602E+01
 0.264540E-01  0.980034E+03  0.421500E+01
 0.270620E-01  0.952672E+03  0.401156E+01
 0.276700E-01  0.928054E+03  0.373696E+01
 0.282780E-01  0.902832E+03  0.368245E+01
 0.288860E-01  0.879181E+03  0.371994E+01
 0.294940E-01  0.855355E+03  0.370744E+01
 0.301020E-01  0.831423E+03  0.356094E+01
 0.307100E-01  0.808620E+03  0.340837E+01
 0.313190E-01  0.785932E+03  0.315590E+01
 0.319270E-01  0.762765E+03  0.291023E+01
 0.325350E-01  0.739038E+03  0.280406E+01
 0.331430E-01  0.717442E+03  0.281450E+01
 0.337510E-01  0.694756E+03  0.274817E+01
 0.343590E-01  0.671577E+03  0.289735E+01
 0.349670E-01  0.651154E+03  0.294185E+01
 0.355750E-01  0.632667E+03  0.270909E+01
 0.361840E-01  0.612622E+03  0.253468E+01
 0.367920E-01  0.593455E+03  0.248141E+01
 0.374000E-01  0.573772E+03  0.241166E+01
 0.380080E-01  0.555291E+03  0.238839E+01
 0.386160E-01  0.539284E+03  0.222605E+01
 0.392240E-01  0.522719E+03  0.215824E+01
 0.398320E-01  0.504261E+03  0.232942E+01
 0.404400E-01  0.484352E+03  0.241797E+01
 0.410490E-01  0.471328E+03  0.174971E+01
 0.416570E-01  0.457969E+03  0.143559E+01
 0.422650E-01  0.442701E+03  0.141024E+01
 0.428730E-01  0.426830E+03  0.126482E+01
 0.434810E-01  0.411519E+03  0.120052E+01
 0.440890E-01  0.396173E+03  0.119156E+01
 0.446970E-01  0.381975E+03  0.115452E+01
 0.453050E-01  0.368356E+03  0.110234E+01
 0.459140E-01  0.355584E+03  0.109233E+01
 0.465220E-01  0.342922E+03  0.108609E+01
 0.471300E-01  0.330693E+03  0.107955E+01
 0.477380E-01  0.318535E+03  0.108624E+01
 0.483460E-01  0.306104E+03  0.104131E+01
 0.489540E-01  0.295098E+03  0.100528E+01
 0.495620E-01  0.283931E+03  0.985244E+00
 0.501700E-01  0.273166E+03  0.965106E+00
 0.507790E-01  0.263248E+03  0.940014E+00
 0.513870E-01  0.253221E+03  0.889646E+00
 0.519950E-01  0.243084E+03  0.852621E+00
 0.526030E-01  0.233785E+03  0.823445E+00
 0.532110E-01  0.224636E+03  0.808052E+00
 0.538190E-01  0.215416E+03  0.798118E+00
 0.544270E-01  0.207267E+03  0.782403E+00
 0.550350E-01  0.199233E+03  0.736121E+00
 0.556440E-01  0.191423E+03  0.696259E+00
 0.562520E-01  0.183597E+03  0.727584E+00
 0.568600E-01  0.176015E+03  0.825581E+00
 0.574680E-01  0.168935E+03  0.858210E+00
 0.580760E-01  0.162552E+03  0.826935E+00
 0.586840E-01  0.156594E+03  0.787175E+00
 0.592920E-01  0.150420E+03  0.786060E+00
 0.599000E-01  0.143590E+03  0.758720E+00
 0.605090E-01  0.137305E+03  0.743851E+00
 0.611170E-01  0.131376E+03  0.727001E+00
 0.617250E-01  0.125844E+03  0.738988E+00
 0.623330E-01  0.120410E+03  0.745533E+00
 0.629410E-01  0.115645E+03  0.730906E+00
 0.635490E-01  0.111180E+03  0.678355E+00
 0.641570E-01  0.106791E+03  0.657519E+00
 0.647650E-01  0.102407E+03  0.637058E+00
 0.653740E-01  0.983635E+02  0.626547E+00
 0.659820E-01  0.946590E+02  0.592532E+00
 0.665900E-01  0.909131E+02  0.620713E+00
 0.671980E-01  0.877515E+02  0.649640E+00
 0.678060E-01  0.842525E+02  0.639243E+00
 0.684140E-01  0.810781E+02  0.612616E+00
 0.690220E-01  0.781731E+02  0.578050E+00
 0.696300E-01  0.751691E+02  0.552423E+00
 0.702380E-01  0.717840E+02  0.542479E+00
 0.708470E-01  0.687306E+02  0.552532E+00
 0.714550E-01  0.663265E+02  0.551857E+00
 0.720630E-01  0.639006E+02  0.551485E+00
 0.726710E-01  0.615601E+02  0.541495E+00
 0.732790E-01  0.593117E+02  0.546323E+00
 0.738870E-01  0.570171E+02  0.528158E+00
 0.744950E-01  0.548099E+02  0.514817E+00
 0.751030E-01  0.529288E+02  0.518485E+00
 0.757120E-01  0.511948E+02  0.517020E+00
 0.763200E-01  0.499076E+02  0.477846E+00
 0.769280E-01  0.481802E+02  0.444281E+00
 0.775360E-01  0.469429E+02  0.449868E+00
 0.781440E-01  0.454283E+02  0.442788E+00
